Tanggal,Wilayah,Stasiun,Temperatur minimum,Temperatur maksimum,Temperatur rata-rata,Kelembapan rata-rata,Curah hujan, Lamanya penyinaran matahari ,Kecepatan angin maksimum,Arah angin saat kecepatan maksimum ,Kecepatan angin rata-rata,Arah angin terbanyak,
14-11-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,27.6,35.8,31.2,69,0,9.4,5,70,2,SE,
15-11-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,27,35.8,31.7,67,0.8,7,5,120,2,E ,
16-11-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,28.2,35.6,30.8,69,0,8,5,120,2,NW,
17-11-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,27,35.8,30.6,73,23,6.9,3,330,2,NW,
18-11-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,26.6,36.2,31.1,64,0,3.1,5,340,2,N ,
19-11-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,27.2,36.2,31.5,60,0,6.2,6,170,3,SE,
20-11-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,27.2,36.2,31.9,62,0,9.2,7,130,3,E ,
21-11-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,28,36.2,31.4,67,0,9.2,6,140,3,SE,
22-11-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,26.4,36.8,32.4,64,0,9.2,8,130,4,SE,
23-11-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,28.6,37.2,31.6,63,0,9,7,130,3,SE,
24-11-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,28,35.6,29.9,73,0,7.1,3,170,2,SE,
25-11-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,27.6,33.8,29.4,74,0,3.3,5,340,2,N ,
26-11-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,26.6,35,30.6,68,0,2,5,300,2,S ,
27-11-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,27.1,34.8,29.6,77,0,9,8,320,3,E ,
28-11-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,26.4,32.2,28,83,18.5,4.5,5,120,2,SE,
29-11-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,25.8,33.4,29.6,78,33.5,0.8,5,40,2,E ,
30-11-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,26.2,34.8,29.9,74,0,4.8,6,50,2,SE,
1/12/2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,27.2,35.8,28.4,80,0.7,5.9,6,340,2,NW,
2/12/2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,25.8,33.6,29.3,76,4.4,2.7,4,80,2,E ,
3/12/2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,26.2,33.8,29.4,76,0,2.7,5,70,2,SE,
4/12/2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,26.2,33.8,29.6,74,6.2,6.2,4,60,1,C ,
5/12/2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,26.2,35,30.3,72,0,1.2,5,20,2,N ,
6/12/2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,26.5,35.6,30.6,72,0,7.4,3,100,2,N ,
7/12/2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,25.8,35.8,29.8,72,0,7.1,7,340,3,N ,
8/12/2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,25,34.6,29.5,77,18.5,9.2,4,50,2,NW,
9/12/2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,26.4,33.5,29.9,75,0,5.2,4,340,2,N ,
10/12/2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,26.8,33.6,28.7,80,0,1.8,4,330,1,C ,
11/12/2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,26.4,36,30.5,69,20,1.5,4,350,2,N ,
12/12/2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,25.8,36.2,31.1,69,0,8.6,5,360,3,N ,
13-12-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,27.4,35,30.2,73,0,9,6,160,2,S ,
14-12-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,27,34.2,29.8,76,0,5.2,4,140,2,SE,
15-12-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,26.6,34.4,29.4,75,20.2,2.1,5,20,2,S ,
16-12-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,25.4,35.8,31.3,67,0.4,6.2,6,330,2,NW,
17-12-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,26.8,35.6,30.6,69,0,9.3,5,30,3,SE,
18-12-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,26.8,34.2,30.6,66,0,8.8,4,60,2,SE,
19-12-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,26.6,36,30.8,62,0,6.6,4,340,2,NW,
20-12-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,25.8,34.4,30.5,61,0,7.7,5,130,2,SE,
21-12-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,26.4,35.6,31.1,65,0,9.3,5,360,2,N ,
22-12-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,27.8,36,31,68,0,8.8,4,160,2,W ,
23-12-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,27,35,31,68,0,7.7,5,340,2,NE,
24-12-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,26.4,36.4,31.2,69,0,9.3,5,80,2,SE,
25-12-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,27.2,34.6,28.5,80,0,8.6,6,270,2,NW,
26-12-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,25.2,34.6,29.9,74,37.1,2,4,250,2,NW,
27-12-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,26.8,34.4,30.6,72,0,7,4,150,2,NE,
28-12-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,27.4,35.6,30.6,75,0,8,8,100,2,E ,
29-12-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,27.8,35.6,30.8,74,0,5.5,6,70,3,SE,
30-12-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,27,35.8,30.6,76,14.2,6.5,4,350,2,N ,
31-12-2023,Surabaya,Stasiun Meteorologi Maritim Tanjung Perak,27,35.8,30.5,75,0,7.7,6,100,2,N ,Surabaya
1/1/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,21.7,31,28.5,71,0,2,6,290,2,NW,
2/1/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.2,32.7,29.1,71,0,4.7,5,290,2,W ,
3/1/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.4,32.2,28.8,78,0,7.1,4,270,2,W ,
4/1/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.2,31.8,28.6,78,23.3,4.5,3,300,2,NW,
5/1/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.2,30.7,28.2,78,0.2,3.4,5,320,2,W ,
6/1/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.8,31.2,28.8,75,0,2.6,5,300,2,NW,
7/1/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.6,30.8,28,78,0.7,3,4,260,3,W ,
8/1/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.8,30.4,27.7,77,0,2.6,5,310,2,NW,
9/1/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,22.4,32.5,29.3,69,0.3,2.1,4,310,2,W ,
10/1/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24,31.2,28.8,76,0,7.5,5,350,2,W ,
11/1/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.6,30.2,27.7,83,11.3,1.1,3,120,1,C ,
12/1/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,22.6,32.2,27.9,81,1.5,0,5,40,2,C ,
13-01-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.1,31.6,28.5,79,8.1,5,4,20,1,C ,
14-01-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.4,32,28.5,80,0,2.2,3,30,1,C ,
15-01-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.4,32.6,29.4,74,0,4.3,3,280,2,NW,
16-01-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.2,31.2,28.5,77,1,3.2,5,290,3,NW,
17-01-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24,31.6,28.5,75,0,5,4,290,3,W ,
18-01-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,21.8,31.4,28.4,72,0,3.1,2,280,1,NW,
19-01-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,22,29.4,27.6,80,0,4,4,320,2,NW,
20-01-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,22.8,31,28.7,74,0,0,4,300,2,NW,
21-01-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.8,28.4,24.3,96,21,1.5,3,290,2,SW,
22-01-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.4,30.2,27.3,83,21.9,0,6,280,3,W ,
23-01-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.4,29.4,27.3,83,0,2.3,5,270,2,SW,
24-01-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.4,29.3,25.6,89,3.5,0.2,4,10,2,C ,
25-01-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,22.2,32.8,27.8,80,49.5,0.2,6,70,2,C ,
26-01-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.3,31.8,28.5,79,0,4.6,5,20,2,E ,
27-01-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23,31.6,28.4,79,4,4.1,4,280,1,W ,
28-01-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.2,33.4,28.7,78,7.7,2.5,3,250,1,C ,
29-01-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,22.8,33.6,29.8,73,0.5,3.4,5,60,3,NE,
30-01-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,22.4,33.2,29.5,75,10,7.4,4,40,2,NE,
31-01-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.2,31.3,28.2,82,0,5.8,4,90,1,C ,
1/2/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.2,32.6,28.4,80,0,2.7,3,280,2,W ,
2/2/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.6,33.8,30.2,72,0,5.6,6,10,2,C ,
3/2/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.4,33.8,30,73,0,4.3,6,320,2,C ,
4/2/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.4,32.6,28.9,77,1,8.8,3,50,1,NE,
5/2/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.2,30.2,26.8,89,0,1,3,300,1,E ,
6/2/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.2,29.8,27.2,84,24.5,0.5,3,130,1,C ,
7/2/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.6,32.6,29.6,75,0,0.5,4,280,2,NW,
8/2/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.6,30.2,27.9,83,0,3.7,4,310,2,C ,
9/2/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24,32.2,29.5,75,0,0.8,4,30,2,NE,
10/2/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.2,33.4,28.8,81,11.3,3.5,4,50,1,C ,
11/2/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.4,31.2,29.1,76,4.8,3.3,3,280,1,C ,
12/2/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.3,32.8,29.6,76,0,0.8,4,50,2,W ,
13-02-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.6,32.8,28.4,81,2.1,6.2,6,300,1,C ,
14-02-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23,31,28.7,77,32.8,5.1,6,300,3,NW,
15-02-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.2,32,28.8,77,0,3,5,270,2,NE,
16-02-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,22.8,34.2,30,71,0.4,3.4,6,50,2,NE,
17-02-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23,34.2,30.6,69,0,8.5,4,80,2,NE,
18-02-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.4,33,29.9,72,2.5,8.2,6,30,2,W ,
19-02-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.6,30,27.8,82,0,7.4,5,280,2,W ,
20-02-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.2,33,29.8,74,4,3.3,4,340,2,C ,
21-02-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.8,32.2,29.6,76,0,6.3,6,40,2,NE,
22-02-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.6,32.6,29.1,78,0,6.7,3,60,2,NE,
23-02-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.4,33.4,29.8,75,1.6,4,6,30,2,NE,
24-02-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.8,32,29.1,77,35,4.4,3,250,1,C ,
25-02-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.4,32.8,28.4,77,0,4.1,2,250,1,S ,
26-02-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,22,32.4,28.2,80,0,6,3,170,2,E ,
27-02-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.3,31,27.9,78,0,5,3,230,1,SW,
28-02-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.2,31.8,28,79,8.4,2.7,5,50,2,W ,
1/3/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.2,27.2,24.7,94,34.8,3.1,3,270,1,C ,
2/3/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.1,31.9,28.3,79,16.2,0,4,160,1,C ,
3/3/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,22.6,32.8,28.1,77,13,3.2,5,260,2,W ,
4/3/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,22.6,32.2,29,73,0.5,3.6,4,250,2,W ,
5/3/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,,28.8,26,89,0,8,3,245,1,SW,
6/3/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,22.6,32.6,29.4,70,9.2,0,5,300,2,NW,
7/3/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.2,32.6,29.6,72,0,9.5,5,280,2,NE,
8/3/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.4,31.7,29,76,0,6.7,5,60,2,NE,
9/3/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.6,32.2,27.8,82,1.2,5.3,6,40,2,S ,
10/3/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.6,33.6,29.3,77,0.5,1.9,5,40,2,S ,
11/3/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23,32.4,28.3,82,38.5,6.2,6,50,2,C ,
12/3/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23,33.8,30,74,20.6,5,5,30,2,NE,
13-03-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.6,32.4,28.7,80,2,7.6,8,10,3,N ,
14-03-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.2,32.4,29.2,72,0,3.8,4,250,2,W ,
15-03-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.2,33.4,29.3,78,0,0.6,3,320,1,E ,
16-03-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.4,32.4,29,80,17,2.4,4,30,1,C ,
17-03-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23,34.6,30.4,73,0,2.9,4,60,2,NE,
18-03-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.2,34.8,31.3,70,0,7.4,4,110,3,E ,
19-03-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.8,34.8,31,74,0,11,3,140,1,E ,
20-03-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,25.6,32.4,27.9,84,0,4.2,7,310,2,W ,
21-03-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.1,31.2,28.1,85,50.7,3.3,4,50,1,C ,
22-03-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.6,35.2,30.9,72,0.5,2,7,70,2,NE,
23-03-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.8,34.2,30.6,74,0,7.8,5,290,2,N ,
24-03-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.6,32.6,29.4,78,19.6,5.9,6,20,2,C ,
25-03-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.6,34.2,29.2,76,0.2,2.5,6,140,2,C ,
26-03-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24,33.2,29.8,76,2.6,5.2,6,40,2,W ,
27-03-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.1,32.7,30.2,75,0.2,5.6,7,30,3,NE,
28-03-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,25,31,28.1,81,0,3.7,5,250,1,C ,
29-03-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.4,34.2,30.8,74,1,2.4,3,20,1,C ,
30-03-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.3,34.4,30.9,71,0,8.3,4,310,2,NW,
31-03-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.2,33.4,30.9,72,0,8.4,3,40,1,C ,
1/4/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24,32.6,29.5,74,0,4.4,3,280,2,NW,
2/4/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.6,32.6,29.1,79,0,4,2,270,1,N ,
3/4/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.6,28.4,26.5,87,47,4.9,3,230,1,C ,
4/4/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.2,34.3,30.6,71,1.8,0,5,350,2,N ,
5/4/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.6,32,28.8,79,0,7.3,7,280,2,W ,
6/4/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.4,35.2,30.2,71,0,1,2,270,1,C ,
7/4/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.3,34.8,30.9,72,0,6.7,6,30,2,NE,
8/4/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.6,33.6,30,74,8.3,6.8,4,250,1,C ,
9/4/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24,31,26.7,87,0,6.2,2,220,1,SW,
10/4/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,22.2,34.7,30.9,69,28.2,3.5,4,40,1,C ,
11/4/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.6,33.4,29.8,78,0,9.4,3,50,1,C ,
12/4/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.6,35.4,31.5,70,2.5,5.2,3,310,2,W ,
13-04-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,25.7,33.6,30.5,78,0,9.9,5,150,2,C ,
14-04-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.8,35.4,32.2,68,0.5,5.1,3,50,1,C ,
15-04-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.6,36.5,32.4,69,0,8.6,5,320,2,NE,
16-04-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,25.2,35.4,32.1,69,0,8.6,6,10,3,N ,
17-04-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.8,35.9,31.8,70,0,7.6,5,30,2,W ,
18-04-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,26.2,34.4,31.8,73,0,7.8,5,30,2,NE,
19-04-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,25.2,35.3,29.9,79,26,5.7,4,20,1,C ,
20-04-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24,31.2,27.6,86,31.4,6.3,2,290,1,C ,
21-04-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.6,33.4,30.4,76,5.8,0.3,3,50,1,NE,
22-04-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.2,34.2,30.7,77,0,,3,105,2,NE,
23-04-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,25.2,35,30.2,76,0,5.1,6,260,2,S ,
24-04-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.4,35,28.6,81,2.5,5,4,250,2,W ,
25-04-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.6,34.3,30.4,75,15,4.3,4,270,1,W ,
26-04-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,25.2,33.2,29.4,81,0,5.1,2,240,1,C ,
27-04-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.7,32.6,29.2,82,8.5,4,3,280,1,C ,
28-04-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,22.1,33.6,30,76,9.6,0.7,7,340,2,C ,
29-04-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.8,34.8,30.4,77,0,4.9,5,280,2,W ,
30-04-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,25.4,32.4,29.6,82,9,5.8,6,335,2,W ,
1/5/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.6,35.6,31.7,72,0,3.8,6,110,3,E ,
2/5/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23,35.4,30.6,76,0,8,5,90,2,E ,
3/5/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,25,33.1,30.4,77,0.7,4.8,2,120,1,C ,
4/5/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,25.4,34.4,30.3,78,0,3.4,5,40,1,C ,
5/5/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.6,34,31.3,73,0,4.5,3,360,1,C ,
6/5/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,25.2,32.8,29.7,81,32.5,1.8,4,230,2,W ,
7/5/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,25.4,35.4,31.1,75,2,3.1,5,60,1,C ,
8/5/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,25.4,34.4,32,70,1.5,5.2,8,240,2,W ,
9/5/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,26.4,35.4,32.4,63,0,5.7,6,230,3,SW,
10/5/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,25.2,34.3,31.5,72,0,3.2,4,50,2,NE,
11/5/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,25.1,35.6,32.4,66,0,4.4,4,80,2,C ,
12/5/2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,25,35.6,32.2,70,0,6.6,4,90,1,C ,
13-05-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,25.2,36.2,33,70,0,6.5,4,90,2,C ,
14-05-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24,35.2,31,71,0,7.6,3,100,1,E ,
15-05-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.4,32,29.2,82,0,4.2,4,280,2,W ,
16-05-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,25.2,36.2,32.2,71,0,1.7,3,60,1,C ,
17-05-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.8,35.4,31.2,73,2,8,5,150,2,W ,
18-05-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.6,33,29.8,78,16.7,7,5,280,2,W ,
19-05-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.6,32.6,29,81,5.1,1.7,2,20,1,C ,
20-05-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.8,35.8,32,72,10.5,1.5,2,40,1,N ,
21-05-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24,33.6,29.8,79,33.5,9.3,3,288,1,C ,
22-05-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.9,32.3,29.7,80,0,2,4,10,2,E ,
23-05-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,23.4,33.7,30.5,74,12.3,1,4,290,1,C ,
24-05-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.5,33.4,30.2,80,0,5.4,4,280,2,NE,
25-05-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.2,35.4,30.5,77,5.5,2,4,60,1,C ,
26-05-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24.2,33.4,30.3,75,3.8,6.4,6,40,2,E ,
27-05-2023,Medan,Balai Besar Meteorologi Klimatologi dan Geofisika Wilayah I,24,34.6,30.9,73,18.9,3.1,4,60,1,NE,
